true_effnet,pred_effnet,true_convnext,pred_convnext,true_trustseg,pred_trustseg,correct_effnet,correct_convnext,correct_trustseg
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,3,True,True,False
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,1,2,1,True,False,False
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,1,True,True,False
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
2,2,2,2,2,2,True,True,True
