task,split,class_name,class_idx,filename,stem,pair_key,extension,path,relative_path,plane,valid,error,width,height,channels,mode,format,file_size_bytes,sha256,phash,has_expert_mask,expert_mask_path,mask_source,seg_target_valid,filename_prefix,filename_suffix
classification,train,glioma,0,brisc2025_train_00631_gl_co_t1.jpg,brisc2025_train_00631_gl_co_t1,brisc2025train00631glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00631_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00631_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,13136,5538b7b91e27211d550c0baff9ca24f9d0a5912403314d6cee2d217c640754b7,9e69399663c68699,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00631_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00632_gl_co_t1.jpg,brisc2025_train_00632_gl_co_t1,brisc2025train00632glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00632_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00632_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15684,a4d8c8c0dffc1462a13d8490306b242a0d30b17b8e777cf41f4aaa2c1759f240,867938a762c6c59b,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00632_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00633_gl_co_t1.jpg,brisc2025_train_00633_gl_co_t1,brisc2025train00633glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00633_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00633_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15972,a45d47d3297ff75dc9838a2fd7782022e7adeb1fdd5020ea18fd0c80559b8899,926939b46666659b,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00633_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00634_gl_co_t1.jpg,brisc2025_train_00634_gl_co_t1,brisc2025train00634glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00634_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00634_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,16684,f913107f0dae60b2d4c2fddb4a3521e82535e294a8d8b1c723ef7bf95d91bc88,926f39b064c66997,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00634_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00635_gl_co_t1.jpg,brisc2025_train_00635_gl_co_t1,brisc2025train00635glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00635_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00635_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17497,935725a604ff6ceb3547804403932afd6d69672de8a22da46ee122867389d976,926f3e3124927997,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00635_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00636_gl_co_t1.jpg,brisc2025_train_00636_gl_co_t1,brisc2025train00636glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00636_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00636_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17393,173d8a41a664af5e4999736730e4268342487f6a61d06d66a6444d1678a93afa,936d2eb0349279b3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00636_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00637_gl_co_t1.jpg,brisc2025_train_00637_gl_co_t1,brisc2025train00637glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00637_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00637_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,21922,594616f87b2fadbffe0e154bbc408a8f3d32767029d5785438b6a961a2efa19a,c39c6bca2dc8cd38,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00637_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00638_gl_co_t1.jpg,brisc2025_train_00638_gl_co_t1,brisc2025train00638glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00638_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00638_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,20622,54637d4dd87f970fe45a2ef8b6f1cb7d1fc0183e7ffbbc0ddc840f272d74a63f,c39c7acb2d4c780d,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00638_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00639_gl_co_t1.jpg,brisc2025_train_00639_gl_co_t1,brisc2025train00639glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00639_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00639_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,19941,f06ca8638a927dcac447fcb997d0b3c3eaa83346c5773513a08d87eb6b1b68a0,c31c690f786d6c71,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00639_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00640_gl_co_t1.jpg,brisc2025_train_00640_gl_co_t1,brisc2025train00640glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00640_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00640_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,19012,c720b9646ef07baf1aa53af76e20607b129bf61a310e836cc6508541deda32a6,c31e694f306d3c71,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00640_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00641_gl_co_t1.jpg,brisc2025_train_00641_gl_co_t1,brisc2025train00641glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00641_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00641_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18250,0f5a2a1ed40455791a5f54dac0df3bdf8cdf1dcfa314120407f1b6e635c7b108,c33d2de025d336c3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00641_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00642_gl_co_t1.jpg,brisc2025_train_00642_gl_co_t1,brisc2025train00642glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00642_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00642_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17713,dac0960fdce9b26e03e6c679c7335053b356a8b0191811797b0788c0f164cc02,c33c2df025d336c3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00642_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00643_gl_co_t1.jpg,brisc2025_train_00643_gl_co_t1,brisc2025train00643glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00643_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00643_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15995,a91b2884cf242230dd0ef5de2e64f8021c404060532d10f498a184f51fe095ea,c33c2df037c234cb,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00643_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00644_gl_co_t1.jpg,brisc2025_train_00644_gl_co_t1,brisc2025train00644glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00644_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00644_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18912,ee9036fddb23258b41587f7eb99d87761d0570f2a776b83795148f3a4fabcd7e,976b7aa46c343531,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00644_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00645_gl_co_t1.jpg,brisc2025_train_00645_gl_co_t1,brisc2025train00645glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00645_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00645_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18826,099256a97d4847567de58e018cd692cf1472d3097be48a9811c48b73a2c89c5f,976b7aa42de46461,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00645_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00646_gl_co_t1.jpg,brisc2025_train_00646_gl_co_t1,brisc2025train00646glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00646_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00646_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,16569,471f38b4cf349ccb2be12e437623b9eb09ebeda98365c2928b9bf22718a391bf,c22d3d3072d2679b,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00646_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00647_gl_co_t1.jpg,brisc2025_train_00647_gl_co_t1,brisc2025train00647glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00647_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00647_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18010,622c7c90259426ee6082d8b2201376ef12d8d7906d4eef0a657b5d6c3a5224ab,d22c3f31349233cf,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00647_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00648_gl_co_t1.jpg,brisc2025_train_00648_gl_co_t1,brisc2025train00648glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00648_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00648_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18833,49c20e434d16b0f9ca7cfbd700c8d00153693c4eeee8067688049d22281ece65,d22d2f7038c33bc3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00648_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00649_gl_co_t1.jpg,brisc2025_train_00649_gl_co_t1,brisc2025train00649glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00649_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00649_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,19150,ec64e15f841eb6f3830790ddcc2cea63f83bf275d0f539be83d45f56947beea4,d22d2f7438b338c3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00649_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00650_gl_co_t1.jpg,brisc2025_train_00650_gl_co_t1,brisc2025train00650glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00650_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00650_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18608,4bc25a7234335be8b1a632180e621bb5fbbfc2b104bd4ed7f9e58d74e489ce62,d22d2f3c61933cc3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00650_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00651_gl_co_t1.jpg,brisc2025_train_00651_gl_co_t1,brisc2025train00651glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00651_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00651_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,13686,c5faaff1c2b3301c7f56705d0addec3831e35a49522542f03625bbd59b0ed9d7,96693c96619e39cc,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00651_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00652_gl_co_t1.jpg,brisc2025_train_00652_gl_co_t1,brisc2025train00652glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00652_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00652_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,14005,b9634ca54dd5c17080a7360ff0dff131d463bbc5e161d4334a1d4e4c55736d84,936c3cb66a9309ce,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00652_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00653_gl_co_t1.jpg,brisc2025_train_00653_gl_co_t1,brisc2025train00653glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00653_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00653_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15543,3ad1a0fd794fb9fb022bbf55ac75eb3912d8292a4e91772f2c3f779b76f1cae8,936c3cb16a9329ce,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00653_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00654_gl_co_t1.jpg,brisc2025_train_00654_gl_co_t1,brisc2025train00654glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00654_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00654_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,16294,4d4b0731c47ddd4584b3bbfc6832c62572376293f2ef7ce0ef26c019cdc474bc,936c3cb56093339e,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00654_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00655_gl_co_t1.jpg,brisc2025_train_00655_gl_co_t1,brisc2025train00655glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00655_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00655_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15690,eae328cb5abb0d7fe2f7b070171147d998865b5c8291aafa772c8ff7dd4ad5e2,93683e3566937386,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00655_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00656_gl_co_t1.jpg,brisc2025_train_00656_gl_co_t1,brisc2025train00656glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00656_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00656_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18260,7dc81d821334afd848a2fd1754cb8fb1d479a15d80dc126b5d66c4b8013cb3d9,92693e3564936397,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00656_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00657_gl_co_t1.jpg,brisc2025_train_00657_gl_co_t1,brisc2025train00657glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00657_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00657_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18508,1c9cbac16fdfee295e2110d5bb877d96e6c7351a4621e7e421fc1eea4159d414,96683e357293629b,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00657_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00658_gl_co_t1.jpg,brisc2025_train_00658_gl_co_t1,brisc2025train00658glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00658_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00658_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,20683,aec130cbaa7c60d52c4e637f85fcaac235e6e4de23f40b73432b97f8dd27f779,954c6b2d6ce53c70,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00658_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00659_gl_co_t1.jpg,brisc2025_train_00659_gl_co_t1,brisc2025train00659glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00659_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00659_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,21418,66357bf2face3cdebe352201639160e8beae2c595844d26267986ff313c8bcd5,916e7a2d3ce43534,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00659_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00660_gl_co_t1.jpg,brisc2025_train_00660_gl_co_t1,brisc2025train00660glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00660_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00660_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17366,6e30bfda6207bc415399d606737f7199bd2b8ffe8271a8de3affa4910e31fc86,916b7e2d3ce43431,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00660_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00661_gl_co_t1.jpg,brisc2025_train_00661_gl_co_t1,brisc2025train00661glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00661_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00661_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,22136,12fb8f2c6a8cc7cf14a168f9d7511e183ea07686b8e597cf7cda6a4de0c8163d,916b3a6d3cf47031,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00661_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00662_gl_co_t1.jpg,brisc2025_train_00662_gl_co_t1,brisc2025train00662glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00662_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00662_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17512,dd1e66d812a466679fd4fc4c97b7606a8f8391e029b0dd0e754602b0386b85e4,906b3f257cb46332,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00662_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00663_gl_co_t1.jpg,brisc2025_train_00663_gl_co_t1,brisc2025train00663glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00663_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00663_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18669,e44e455d0ccbc9af6feaae5e0f44d2f45cb480a5174d66a13f491464fdd3b3d8,906a2fb534b463b3,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00663_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00664_gl_co_t1.jpg,brisc2025_train_00664_gl_co_t1,brisc2025train00664glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00664_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00664_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,16022,8352602a8da56d20399496122302aa61410446fa02ee759ab485b89b5531fe1c,c36d3c923093c3cf,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00664_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00665_gl_co_t1.jpg,brisc2025_train_00665_gl_co_t1,brisc2025train00665glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00665_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00665_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,15955,6047e748651887e472a49b1d88466834342c5ef37dbfe6b468bab7c43dc78627,d36d2cb4309333cb,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00665_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00666_gl_co_t1.jpg,brisc2025_train_00666_gl_co_t1,brisc2025train00666glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00666_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00666_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,17753,acc3cbb4af767cd31abe47ab7fde559c6260947f7e67ba1dbfb4c773581a591f,d36d2cb464933387,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00666_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00667_gl_co_t1.jpg,brisc2025_train_00667_gl_co_t1,brisc2025train00667glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00667_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00667_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18191,b444716305314ae067cf2221fac928c830735fc2b3a3247468864252b2f410d7,d36d2eb464933386,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00667_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00668_gl_co_t1.jpg,brisc2025_train_00668_gl_co_t1,brisc2025train00668glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00668_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00668_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,19024,dd6fafab35cd9dc9e1ce04321f9a20521d936425fdec6e558623f2aab3613cb5,d16b2fb434923333,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00668_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00669_gl_co_t1.jpg,brisc2025_train_00669_gl_co_t1,brisc2025train00669glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00669_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00669_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,19156,547212ee69eefa34d51951f465517ead1a2d56e4fbbe9f5c1f687c9bd2ee21f3,d06f2f343c927133,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00669_gl_co_t1.png,expert,True,brisc2025,t1
classification,train,glioma,0,brisc2025_train_00670_gl_co_t1.jpg,brisc2025_train_00670_gl_co_t1,brisc2025train00670glcot1,.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00670_gl_co_t1.jpg,🧠 Brain Tumor MRI Dataset\classification_task\train\glioma\brisc2025_train_00670_gl_co_t1.jpg,unknown,True,,512,512,1,L,JPEG,18738,786d0b07d39f09675e9f18df8b1d7d113de6f8f2e8adc4028f61e364b96060df,d06f6f252cf23033,True,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00670_gl_co_t1.png,expert,True,brisc2025,t1
