split,pair_key,image_path,mask_path,image_valid,mask_valid,image_width,image_height,mask_width,mask_height,size_match,mask_empty,tumor_pixels,total_pixels,tumor_area_ratio,mask_min,mask_max,mask_unique_values,image_sha256,mask_sha256,error,plane,plane_sha_audit,plane_exact_mapping,plane_filename,plane_source,plane_verified
train,brisc2025train00736glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00736_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00736_gl_co_t1.png,True,True,512,512,512,512,True,False,6026,262144,0.02298736572265625,0,255,15,72d1733ec5078517d2c294c4a8120df155d0309955ae52c0b0aa56213bf0a882,368e3d8849f147cfbcd1e0667edf1796c45c94de279b2409d9c04f88bc9a0038,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00737glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00737_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00737_gl_co_t1.png,True,True,512,512,512,512,True,False,3317,262144,0.012653350830078125,0,255,14,7cce6b2c06af70da1bd72c8e08f82b992bd19a2b739464bac6b1ecfe3d02317d,1db979cd7751177b78149d6f5a4ce1c62feb1924c4b8352ab04e8f1a8a9b86fd,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00738glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00738_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00738_gl_co_t1.png,True,True,512,512,512,512,True,False,3491,262144,0.013317108154296875,0,255,16,75ab36c9c5f94f6c29ea4709721e8b953d87cfadf6e51cffa9235744c5fd02fe,e2982f8b9cdf53d8ef7f1c326a237917c1dc2a0ce9b16b45c993f6b0f940b654,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00739glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00739_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00739_gl_co_t1.png,True,True,512,512,512,512,True,False,5148,262144,0.0196380615234375,0,255,15,89cde6f3098a534c3eb421d8a47aafecb37a7f7d0f45a8c24a06c5ab35d4dbec,6f00d0f9820de523d0f40c8ab56971554ff304e71b679723ad18648175f4b5d6,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00740glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00740_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00740_gl_co_t1.png,True,True,512,512,512,512,True,False,6241,262144,0.023807525634765625,0,255,16,96bf92fdb9d4fabd1c5a4a68843b5d733d751910730c99ab72889d4e5fafd135,e327967ff95b69e379ab81ab093cde4ae43bb68e10d53f978143362d3ba543f1,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00741glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00741_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00741_gl_co_t1.png,True,True,512,512,512,512,True,False,2265,262144,0.008640289306640625,0,255,14,e7614392d54f37bd2567e68d2b21489f94ae3add8e338e2ac0ea55ef17ce31ef,5d48127091ce65f2bc0740f2a74469a07cb77bc3cedc70659b802e184ef2dccf,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00742glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00742_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00742_gl_co_t1.png,True,True,512,512,512,512,True,False,2039,262144,0.007778167724609375,0,255,15,766cdc0abc84c0e4be014803cd7991ce101d0270f07883fb8c9e8d213c2903e4,80f82e125ec9892dffa4ee616c59c1b538ef39ca538f06ca566dd722b4a63310,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00743glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00743_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00743_gl_co_t1.png,True,True,512,512,512,512,True,False,1441,262144,0.005496978759765625,0,255,15,d0cdf1eb46024aea340fcfe0070d95288c90c9d1f4de2b51e0ebc5265a6d0bda,1e93f9340c766844abe82b037aaacf555c394ff19b7844a91e3392352e8b9f80,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00744glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00744_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00744_gl_co_t1.png,True,True,512,512,512,512,True,False,1006,262144,0.00383758544921875,0,255,16,d4d71f8644b39a0d6965aa5f231cca2c7b5c27044f99f784a692acbb45b7c2f4,341f9aaa3ba30b295941164ef5c21e640478bbe358df2fafa959db9dd1757c4d,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00745glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00745_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00745_gl_co_t1.png,True,True,512,512,512,512,True,False,924,262144,0.0035247802734375,0,255,14,8bf21259fed8856c34f226a3c53a18366ee3527c8edf0aa8aea5da9bc3db8cc7,47db4c5111f92fd6bdfddba2de207b275fece4b4f80991ab567ad7a248452686,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00746glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00746_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00746_gl_co_t1.png,True,True,512,512,512,512,True,False,1535,262144,0.005855560302734375,0,255,14,4ca775ef72d891928b09848975c182910cbab540a33c18cdf4ed20b145cdeb15,87a189c3da36ccec4e6176ee15c0d9fe1cfc6cb68d5b4d14790f2577b29efb69,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00747glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00747_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00747_gl_co_t1.png,True,True,512,512,512,512,True,False,1523,262144,0.005809783935546875,0,255,14,1c43ea5a3bf0e75e7a3efcd121d2fb12fb5d3fba69bef6382fd2325c8fb0a6a8,6948df31548c12fa4b8ed2e1983d8e9a9ee71af87ac19e1e715e45b95bc8c520,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00748glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00748_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00748_gl_co_t1.png,True,True,512,512,512,512,True,False,472,262144,0.001800537109375,0,255,13,4d3506f55b9534015f4ce41c8b9cfed12d3187717a2a5aa554efd660794e71dd,73093658241b6b02ea557c8d3e93a415324164f78e104bf3030b0b1b88831589,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00749glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00749_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00749_gl_co_t1.png,True,True,512,512,512,512,True,False,972,262144,0.0037078857421875,0,255,14,0682b355743b11e6b4ba14873b0d8aac2977a52ded346896a0d8574f1c1521a5,585612cbbae07eb4a17ba22e3c763f574b910f72b8996e14e1316d6bce9bbc3c,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00750glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00750_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00750_gl_co_t1.png,True,True,512,512,512,512,True,False,5423,262144,0.020687103271484375,0,255,16,a83d47f6d31a430d0d7c5b040300050ca7ba422c071ee75c0b8f56bf660a9f7e,07bf485d5ba75a32010d01040c5bb5e24052facd18fc4273575e78d00e8a9277,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00751glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00751_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00751_gl_co_t1.png,True,True,512,512,512,512,True,False,5525,262144,0.021076202392578125,0,255,16,089d8e0fcf712322b09407e7d7166086d56a1181539a8116406bb98b5ba26efc,688e2d45866fc7a9babc14715d39650cd90c8b68e7437f9b4c03522fcb5eb491,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00752glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00752_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00752_gl_co_t1.png,True,True,512,512,512,512,True,False,4816,262144,0.01837158203125,0,255,14,0e4e68db858c99a0e72ec857e186cc5a9677ca48fbfbbcc03591b50ba9dc6d88,bf1fb38eb87dbc5b87e5c1c781d738a5f7867c9810749ccc10c1c273599339bd,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00753glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00753_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00753_gl_co_t1.png,True,True,512,512,512,512,True,False,4364,262144,0.0166473388671875,0,255,15,e417f69aa74395ade27b8f652e5d12da839f952b8e6c57b403d49d563792fd11,0cac3c3aff5359eeaf0d74d2e9a7e933d235560b596f301bd81d5faacab5dffb,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00754glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00754_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00754_gl_co_t1.png,True,True,512,512,512,512,True,False,1791,262144,0.006832122802734375,0,255,15,f22d34526a62a086a9635b75e0b9dd382278ae51c189dcfcfac2869aad8fef63,29bca2573f2eb66245169ac62e18297d6796fa05f9088a388320b171034ded27,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00755glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00755_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00755_gl_co_t1.png,True,True,512,512,512,512,True,False,2166,262144,0.00826263427734375,0,255,13,c7fb31316de42761f7df4391e53d1eb9ed28b07787b2b6fe263a74a1ed911829,98c357cb1eefb2861b69e433c5f3d7abd826ca41b28dd30c8a9f1672bc9fc1b0,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00756glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00756_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00756_gl_co_t1.png,True,True,512,512,512,512,True,False,533,262144,0.002033233642578125,0,255,14,504ef33de792c998c3c8d57e8be2f9b9dcac76abc57b843899b74c84f3c58548,6351aa9d6e89b509f46ecca0078a6425c8bf1eb562f1d0a96606fd65ba8ef245,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00757glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00757_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00757_gl_co_t1.png,True,True,512,512,512,512,True,False,3866,262144,0.01474761962890625,0,255,15,e7d18d932902844ce8dda2e20453e44b7403c53ec9378a978e98047ceb7619dc,058f6c5b373d27875dc5abb49032ead53d61622434efda1aa281345a141be5a0,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00758glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00758_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00758_gl_co_t1.png,True,True,512,512,512,512,True,False,3731,262144,0.014232635498046875,0,255,15,35cf8e8124f421dfcdfad84fedde9c01778c2f47e4a7a9f9a932a9ed72b59386,49a64624a21623cc158656f61c7fadc76afd756c9540936365b58ea057e6f315,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00759glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00759_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00759_gl_co_t1.png,True,True,512,512,512,512,True,False,2626,262144,0.01001739501953125,0,255,15,25214dc581fbca9524d0db52423bd862a25945164b59d31d6cc1a49617a3c84c,2ad96cd924d97eceaeb39e144e9e548c09041c9f8fa6982b4d75bf02221d8166,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00760glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00760_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00760_gl_co_t1.png,True,True,512,512,512,512,True,False,1649,262144,0.006290435791015625,0,255,14,b50520639cff95eb47d12052ae19fe621805e6f1d08e0320e78eb6961e127bb1,88ac3d491f4ff8c216a57c140cb13b48c0511571b14e0bc0716705b698ad3ac7,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00761glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00761_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00761_gl_co_t1.png,True,True,512,512,512,512,True,False,1731,262144,0.006603240966796875,0,255,14,a5540b0fd2bf3c50a8c7584bed4da073d750c87f3cd928c563bfe520ff3e1f65,591f90402138db9f6860db564fde26c77ccaace69678e7b4bb86bad60ca9d075,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00762glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00762_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00762_gl_co_t1.png,True,True,512,512,512,512,True,False,7284,262144,0.0277862548828125,0,255,16,4e543c1d7bfb2c873e74d6fccf06e7b81ba0f13cb7c5ad40ab01e6ab4369170a,d96ec9537bdeceb55706b5a74d3c72ae695b31e3daddaf58439d86498c802886,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00763glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00763_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00763_gl_co_t1.png,True,True,512,512,512,512,True,False,6047,262144,0.023067474365234375,0,255,15,d754f57bc9ecd0d0796321bbd957802e87dccb4187f9e5caa35ebbee20944b18,5e2498816c760f4d6cbd5743e603e932c7f620db4475fc05cba653edecdef34a,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00764glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00764_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00764_gl_co_t1.png,True,True,512,512,512,512,True,False,6313,262144,0.024082183837890625,0,255,15,79a1b21d7459078f1f4ee2e2ccceff940d44b3309cb1e04e8ee4970dd545f7dc,3aef6e0e8a6b2e148c8a6c2c9b7700e38724da6eac6e381f8c9cc177e66e9059,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00765glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00765_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00765_gl_co_t1.png,True,True,512,512,512,512,True,False,5058,262144,0.01929473876953125,0,255,15,31a86da687deab76bb178da80902dafb484e5db73324be3a6dbe8c252728b2c9,ed8f1f08a07402e5f39b40622738e9edc2838a4fdc7a32534531dd4eb0bda399,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00766glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00766_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00766_gl_co_t1.png,True,True,512,512,512,512,True,False,2512,262144,0.00958251953125,0,255,14,f32ddc1cdc16a03e0536776bacfba67d642d0dd8e43bc9c42339a02321daffdb,07b52df0ddfd89f8a9c47c897960663c980884077e896e9f150bd147493dab60,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00767glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00767_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00767_gl_co_t1.png,True,True,512,512,512,512,True,False,4973,262144,0.018970489501953125,0,255,16,3fd896730cbd7d870998082bf093ebf94ff9234ba704410c63d8fb3385692486,a3dfbec3344dce2ea13317b95ddaebb5fe3c92e1b5ad9b60b68062b0b30cd119,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00768glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00768_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00768_gl_co_t1.png,True,True,512,512,512,512,True,False,5391,262144,0.020565032958984375,0,255,15,991d36b61a21e7129f58996d40ef5034d6ffbe2a80e7b90a388cfba382d1817d,006c3b4629eccc72a90ce126309717916503f07fd65f8001b7f19c7e377d88ae,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00769glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00769_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00769_gl_co_t1.png,True,True,512,512,512,512,True,False,5000,262144,0.019073486328125,0,255,15,7c3df8a98ef51f9afa4bcad4d8bb7b9830f9e982207f0b7c2d2001ca2bd10cb0,891a9099fb03a038444ecdb16584d99b1cbdece61925171c56f983f335ff2c0e,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00770glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00770_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00770_gl_co_t1.png,True,True,512,512,512,512,True,False,4516,262144,0.0172271728515625,0,255,16,cf62be31de13d56e9ad6f5c0abdb4c3132c7c8b087326e8c262cfc34031543ec,c881e7e65962369fcac680c8cd916194104921eb99b2a3af9d1c893698cb62c0,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00771glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00771_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00771_gl_co_t1.png,True,True,512,512,512,512,True,False,4924,262144,0.0187835693359375,0,255,15,80b0cbfbf913c4414e6f315da99b0b4d16e7f22fb18caf901b3c075452289b35,221a3e6295a50aa4ea36857b057e44d3e1f9cbe8007c040d7d5a2b30bfc76212,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00772glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00772_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00772_gl_co_t1.png,True,True,512,512,512,512,True,False,2385,262144,0.009098052978515625,0,255,15,4cda224c212f84b7c077e0c2bb7d7d84a2db8b1110b0f17e6bd841429bebb6eb,c8f6b2c736f1d5303410be5de8287f74b3aa960e121f97288bd623de6bb760d1,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00773glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00773_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00773_gl_co_t1.png,True,True,512,512,512,512,True,False,5853,262144,0.022327423095703125,0,255,16,9ca6a29bdbf5991f5bf583a470ac97a985badbd3bbd63d6c439660e11c3072fe,a412bb42404e586de6a67ee9dc3721d5b16042151b25f0f0f7d30647448ac8fd,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00774glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00774_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00774_gl_co_t1.png,True,True,512,512,512,512,True,False,8255,262144,0.031490325927734375,0,255,15,b01b7f5db0877acc80e380aacf63cb62e5ed4db59330faba2bb79b7e8e02fd55,6aea71c3f6858230223c1146a631216bc5a2c6fe302314d5806c3cd556a5a96c,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00775glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00775_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00775_gl_co_t1.png,True,True,512,512,512,512,True,False,12383,262144,0.047237396240234375,0,255,16,76fc49720429ab09f9f123e5fbb95909491295bad8c29555632a49129b51294f,aaf3dfa83a8c4a5efe6bd3bf64c94827ce4e2d6071941546933bbc09bd5a77ef,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00776glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00776_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00776_gl_co_t1.png,True,True,512,512,512,512,True,False,13791,262144,0.052608489990234375,0,255,17,f824f2fba70fc2dc5e70808a6e89ae9cf728a7ab3c2a824a6c778ac536fed783,3912221b1c71f25d6154ef85aca6c41e82fe1322f410ad6049c8d3c7b74cfb93,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00777glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00777_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00777_gl_co_t1.png,True,True,512,512,512,512,True,False,12116,262144,0.0462188720703125,0,255,15,d8debe55f1124959a5bfeb40ab42b31f116b0b9b4babd622a3313043832c3430,51a08d786ecbecc6247c2847efbb8ed54326d3493b844e3e80d85ef0897550ae,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00778glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00778_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00778_gl_co_t1.png,True,True,512,512,512,512,True,False,9798,262144,0.03737640380859375,0,255,15,ccbc6129652db7e957fc2c8e535dd7ecbe9f46d64bbe5ba44917b9410d88c44c,05fa5a5a0de45f14e6eb383c44ec5650d06da6d0aea73fccdabc71f2fe8c0de4,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00779glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00779_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00779_gl_co_t1.png,True,True,512,512,512,512,True,False,6646,262144,0.02535247802734375,0,255,15,8f50cffd4b7b1e4a2f497dd529c824a7915200babe5a8dc39093f3e4dc87b0e6,1ec2bf42511eb79cc175b0d0e91d154d1b00eea0731abb487b5c664173dda22a,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00780glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00780_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00780_gl_co_t1.png,True,True,512,512,512,512,True,False,1049,262144,0.004001617431640625,0,255,15,870d5efc748df32ebd0f2985346706a322c36a2aa28f3723438df3b838f9e6a3,293eb8f7309344102f6268a7d3b89e37e40bbc93afad7ea46d1d341c7d7da176,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00781glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00781_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00781_gl_co_t1.png,True,True,512,512,512,512,True,False,4273,262144,0.016300201416015625,0,255,14,a1e9902f62d704c15332145bb4aba9d74b72e4562a1aaa9b00d807127d53647d,37c0671d127f93cf6a8d0d72e98bc11492c440a9b7a14399d748f4d3eb9ff0d5,,coronal,coronal,coronal,coronal,brisc_filename_token,True
train,brisc2025train00782glcot1,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\images\brisc2025_train_00782_gl_co_t1.jpg,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\train\masks\brisc2025_train_00782_gl_co_t1.png,True,True,512,512,512,512,True,False,2900,262144,0.0110626220703125,0,255,13,71e061fa1eb8584b3497e543dd316c7e4f87419234050628b9484e83f28eaa4e,9e0d97359532524791879b780c8e1f37bdbf34d4bbe81fe51433550edcadb8f3,,coronal,coronal,coronal,coronal,brisc_filename_token,True
