dataset_index,path,plane,true_idx,pred_idx,pred_class,correct,no_tumor_probability,tumor_probability,predicted_tumor_pixels,total_pixels,false_tumor_area_ratio,empty_prediction,false_tumor_detection,max_segmentation_probability,mean_segmentation_probability
663,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00664_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999970197677612,3.0495687042275677e-06,0,65536,0.0,True,False,0.016466174274683,0.0077192289754748344
664,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00665_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.3085600534832338e-06,0,65536,0.0,True,False,0.01590639166533947,0.007608773186802864
665,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00666_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.1157228477241006e-06,0,65536,0.0,True,False,0.015967654064297676,0.007838141173124313
666,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00667_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.149281837977469e-06,0,65536,0.0,True,False,0.015247589908540249,0.0076626939699053764
667,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00668_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.08931385006872e-06,0,65536,0.0,True,False,0.015072628855705261,0.007761804386973381
668,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00669_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.298404408269562e-06,0,65536,0.0,True,False,0.018124720081686974,0.007902717217803001
669,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00670_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.2707812351873145e-06,0,65536,0.0,True,False,0.018124720081686974,0.00809698086231947
670,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00671_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.999996542930603,3.427748879403225e-06,0,65536,0.0,True,False,0.017309095710515976,0.007917419075965881
671,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00672_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.3180460832227254e-06,0,65536,0.0,True,False,0.018264278769493103,0.007906651124358177
672,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00673_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.196130592186819e-06,0,65536,0.0,True,False,0.01805533468723297,0.007817390374839306
673,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00674_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999960660934448,3.913718046533177e-06,0,65536,0.0,True,False,0.016721142455935478,0.008245918899774551
674,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00675_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999960660934448,3.989891411038116e-06,0,65536,0.0,True,False,0.0140095679089427,0.008280344307422638
675,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00676_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.999996542930603,3.5346783988643438e-06,0,65536,0.0,True,False,0.015663648024201393,0.008027195930480957
676,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00677_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999964237213135,3.610432713685441e-06,0,65536,0.0,True,False,0.026056302711367607,0.008008046075701714
677,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00678_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.999996542930603,3.4554700505395886e-06,0,65536,0.0,True,False,0.023065226152539253,0.007883252575993538
678,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00679_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999964237213135,3.5855464375345036e-06,0,65536,0.0,True,False,0.03308597952127457,0.00783743616193533
679,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00680_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.999996542930603,3.4856984711950645e-06,0,65536,0.0,True,False,0.04760265722870827,0.008151387795805931
680,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00681_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999964237213135,3.551443114702124e-06,0,65536,0.0,True,False,0.05899302288889885,0.008168498054146767
681,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00682_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999942779541016,5.741710992879234e-06,0,65536,0.0,True,False,0.04288224130868912,0.007754374295473099
682,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00683_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999961853027344,3.844161255983636e-06,0,65536,0.0,True,False,0.02203226462006569,0.007707746233791113
683,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00684_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.3268786410189932e-06,0,65536,0.0,True,False,0.23405630886554718,0.008327358402311802
684,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00685_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.3648057069513015e-06,0,65536,0.0,True,False,0.045183755457401276,0.007894089445471764
685,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00686_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999964237213135,3.481025487417355e-06,0,65536,0.0,True,False,0.03622005507349968,0.008193716406822205
686,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00687_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.2341004043701105e-06,0,65536,0.0,True,False,0.0333368256688118,0.008021879941225052
687,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00688_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.2586117413302418e-06,0,65536,0.0,True,False,0.02262919954955578,0.007924174889922142
688,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00689_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999960660934448,3.963742074120091e-06,0,65536,0.0,True,False,0.014447852037847042,0.007946241647005081
689,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00690_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.3772539609344676e-06,0,65536,0.0,True,False,0.02112519182264805,0.00795176811516285
690,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00691_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.2272073440253735e-06,0,65536,0.0,True,False,0.019050899893045425,0.008306002244353294
691,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00692_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.2423672564618755e-06,0,65536,0.0,True,False,0.019050899893045425,0.00785975344479084
692,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00693_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.138951342407381e-06,0,65536,0.0,True,False,0.019870713353157043,0.007906876504421234
693,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00694_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.125199555142899e-06,0,65536,0.0,True,False,0.01711088977754116,0.007864173501729965
694,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00695_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.028092578460928e-06,0,65536,0.0,True,False,0.022201230749487877,0.007852502167224884
695,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00696_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999964237213135,3.520766313158674e-06,0,65536,0.0,True,False,0.016466174274683,0.007877287454903126
696,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00697_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999967813491821,3.23643416777486e-06,0,65536,0.0,True,False,0.026155617088079453,0.007714714854955673
697,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00698_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999969005584717,3.123883288935758e-06,0,65536,0.0,True,False,0.015365341678261757,0.007860161364078522
698,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00699_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999971389770508,2.8182289497635793e-06,0,65536,0.0,True,False,0.016721142455935478,0.008034704253077507
699,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\no_tumor\brisc2025_test_00700_no_sa_t1.jpg,sagittal,3,3,no_tumor,True,0.9999966621398926,3.230996071579284e-06,0,65536,0.0,True,False,0.018475592136383057,0.007639704737812281
