selection_id,dataset_index,classification_path,classification_basename,classification_stem,label,class_name,plane,mask_path,match_method,segmentation_image_path,true_idx,phase9_pred_idx,phase9_correct,phase9_confidence
53,404,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00405_me_co_t1.jpg,brisc2025_test_00405_me_co_t1.jpg,brisc2025_test_00405_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00405_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00405_me_co_t1.jpg,1,1,True,1.0
54,78,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00079_gl_ax_t1.jpg,brisc2025_test_00079_gl_ax_t1.jpg,brisc2025_test_00079_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00079_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00079_gl_ax_t1.jpg,0,0,True,1.0
55,825,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00826_pi_co_t1.jpg,brisc2025_test_00826_pi_co_t1.jpg,brisc2025_test_00826_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00826_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00826_pi_co_t1.jpg,2,1,False,0.9907
56,441,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00442_me_co_t1.jpg,brisc2025_test_00442_me_co_t1.jpg,brisc2025_test_00442_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00442_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00442_me_co_t1.jpg,1,1,True,1.0
57,96,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00097_gl_co_t1.jpg,brisc2025_test_00097_gl_co_t1.jpg,brisc2025_test_00097_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00097_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00097_gl_co_t1.jpg,0,0,True,1.0
58,234,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00235_gl_sa_t1.jpg,brisc2025_test_00235_gl_sa_t1.jpg,brisc2025_test_00235_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00235_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00235_gl_sa_t1.jpg,0,0,True,1.0
59,205,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00206_gl_sa_t1.jpg,brisc2025_test_00206_gl_sa_t1.jpg,brisc2025_test_00206_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00206_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00206_gl_sa_t1.jpg,0,0,True,1.0
60,287,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00288_me_ax_t1.jpg,brisc2025_test_00288_me_ax_t1.jpg,brisc2025_test_00288_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00288_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00288_me_ax_t1.jpg,1,1,True,1.0
61,824,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00825_pi_co_t1.jpg,brisc2025_test_00825_pi_co_t1.jpg,brisc2025_test_00825_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00825_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00825_pi_co_t1.jpg,2,2,True,1.0
62,90,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00091_gl_co_t1.jpg,brisc2025_test_00091_gl_co_t1.jpg,brisc2025_test_00091_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00091_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00091_gl_co_t1.jpg,0,0,True,1.0
63,158,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00159_gl_co_t1.jpg,brisc2025_test_00159_gl_co_t1.jpg,brisc2025_test_00159_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00159_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00159_gl_co_t1.jpg,0,0,True,1.0
64,98,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00099_gl_co_t1.jpg,brisc2025_test_00099_gl_co_t1.jpg,brisc2025_test_00099_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00099_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00099_gl_co_t1.jpg,0,0,True,1.0
65,513,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00514_me_sa_t1.jpg,brisc2025_test_00514_me_sa_t1.jpg,brisc2025_test_00514_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00514_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00514_me_sa_t1.jpg,1,1,True,1.0
66,190,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00191_gl_sa_t1.jpg,brisc2025_test_00191_gl_sa_t1.jpg,brisc2025_test_00191_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00191_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00191_gl_sa_t1.jpg,0,0,True,1.0
67,537,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00538_me_sa_t1.jpg,brisc2025_test_00538_me_sa_t1.jpg,brisc2025_test_00538_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00538_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00538_me_sa_t1.jpg,1,1,True,1.0
68,847,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00848_pi_co_t1.jpg,brisc2025_test_00848_pi_co_t1.jpg,brisc2025_test_00848_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00848_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00848_pi_co_t1.jpg,2,2,True,1.0
69,185,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00186_gl_sa_t1.jpg,brisc2025_test_00186_gl_sa_t1.jpg,brisc2025_test_00186_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00186_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00186_gl_sa_t1.jpg,0,0,True,1.0
70,482,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00483_me_sa_t1.jpg,brisc2025_test_00483_me_sa_t1.jpg,brisc2025_test_00483_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00483_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00483_me_sa_t1.jpg,1,1,True,1.0
71,802,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00803_pi_ax_t1.jpg,brisc2025_test_00803_pi_ax_t1.jpg,brisc2025_test_00803_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00803_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00803_pi_ax_t1.jpg,2,2,True,1.0
72,127,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00128_gl_co_t1.jpg,brisc2025_test_00128_gl_co_t1.jpg,brisc2025_test_00128_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00128_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00128_gl_co_t1.jpg,0,0,True,1.0
73,948,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00949_pi_sa_t1.jpg,brisc2025_test_00949_pi_sa_t1.jpg,brisc2025_test_00949_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00949_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00949_pi_sa_t1.jpg,2,2,True,1.0
74,720,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00721_pi_ax_t1.jpg,brisc2025_test_00721_pi_ax_t1.jpg,brisc2025_test_00721_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00721_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00721_pi_ax_t1.jpg,2,2,True,1.0
75,299,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00300_me_ax_t1.jpg,brisc2025_test_00300_me_ax_t1.jpg,brisc2025_test_00300_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00300_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00300_me_ax_t1.jpg,1,1,True,1.0
76,502,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00503_me_sa_t1.jpg,brisc2025_test_00503_me_sa_t1.jpg,brisc2025_test_00503_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00503_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00503_me_sa_t1.jpg,1,1,True,0.9995
77,996,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00997_pi_sa_t1.jpg,brisc2025_test_00997_pi_sa_t1.jpg,brisc2025_test_00997_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00997_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00997_pi_sa_t1.jpg,2,2,True,1.0
78,377,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00378_me_ax_t1.jpg,brisc2025_test_00378_me_ax_t1.jpg,brisc2025_test_00378_me_ax_t1,1,meningioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00378_me_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00378_me_ax_t1.jpg,1,1,True,1.0
79,82,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00083_gl_ax_t1.jpg,brisc2025_test_00083_gl_ax_t1.jpg,brisc2025_test_00083_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00083_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00083_gl_ax_t1.jpg,0,0,True,1.0
80,506,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00507_me_sa_t1.jpg,brisc2025_test_00507_me_sa_t1.jpg,brisc2025_test_00507_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00507_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00507_me_sa_t1.jpg,1,1,True,1.0
81,804,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00805_pi_ax_t1.jpg,brisc2025_test_00805_pi_ax_t1.jpg,brisc2025_test_00805_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00805_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00805_pi_ax_t1.jpg,2,2,True,1.0
82,203,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00204_gl_sa_t1.jpg,brisc2025_test_00204_gl_sa_t1.jpg,brisc2025_test_00204_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00204_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00204_gl_sa_t1.jpg,0,0,True,1.0
83,248,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00249_gl_sa_t1.jpg,brisc2025_test_00249_gl_sa_t1.jpg,brisc2025_test_00249_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00249_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00249_gl_sa_t1.jpg,0,0,True,1.0
84,472,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00473_me_co_t1.jpg,brisc2025_test_00473_me_co_t1.jpg,brisc2025_test_00473_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00473_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00473_me_co_t1.jpg,1,1,True,1.0
85,416,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00417_me_co_t1.jpg,brisc2025_test_00417_me_co_t1.jpg,brisc2025_test_00417_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00417_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00417_me_co_t1.jpg,1,1,True,1.0
86,253,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00254_gl_sa_t1.jpg,brisc2025_test_00254_gl_sa_t1.jpg,brisc2025_test_00254_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00254_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00254_gl_sa_t1.jpg,0,0,True,1.0
87,805,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00806_pi_ax_t1.jpg,brisc2025_test_00806_pi_ax_t1.jpg,brisc2025_test_00806_pi_ax_t1,2,pituitary,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00806_pi_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00806_pi_ax_t1.jpg,2,2,True,1.0
88,18,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00019_gl_ax_t1.jpg,brisc2025_test_00019_gl_ax_t1.jpg,brisc2025_test_00019_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00019_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00019_gl_ax_t1.jpg,0,0,True,1.0
89,206,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00207_gl_sa_t1.jpg,brisc2025_test_00207_gl_sa_t1.jpg,brisc2025_test_00207_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00207_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00207_gl_sa_t1.jpg,0,0,True,1.0
90,401,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00402_me_co_t1.jpg,brisc2025_test_00402_me_co_t1.jpg,brisc2025_test_00402_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00402_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00402_me_co_t1.jpg,1,1,True,1.0
91,543,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00544_me_sa_t1.jpg,brisc2025_test_00544_me_sa_t1.jpg,brisc2025_test_00544_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00544_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00544_me_sa_t1.jpg,1,1,True,1.0
92,845,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00846_pi_co_t1.jpg,brisc2025_test_00846_pi_co_t1.jpg,brisc2025_test_00846_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00846_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00846_pi_co_t1.jpg,2,2,True,1.0
93,535,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00536_me_sa_t1.jpg,brisc2025_test_00536_me_sa_t1.jpg,brisc2025_test_00536_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00536_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00536_me_sa_t1.jpg,1,1,True,1.0
94,930,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00931_pi_sa_t1.jpg,brisc2025_test_00931_pi_sa_t1.jpg,brisc2025_test_00931_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00931_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00931_pi_sa_t1.jpg,2,2,True,1.0
95,970,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00971_pi_sa_t1.jpg,brisc2025_test_00971_pi_sa_t1.jpg,brisc2025_test_00971_pi_sa_t1,2,pituitary,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00971_pi_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00971_pi_sa_t1.jpg,2,2,True,1.0
96,519,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00520_me_sa_t1.jpg,brisc2025_test_00520_me_sa_t1.jpg,brisc2025_test_00520_me_sa_t1,1,meningioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00520_me_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00520_me_sa_t1.jpg,1,1,True,1.0
97,4,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00005_gl_ax_t1.jpg,brisc2025_test_00005_gl_ax_t1.jpg,brisc2025_test_00005_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00005_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00005_gl_ax_t1.jpg,0,0,True,0.9995
98,72,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00073_gl_ax_t1.jpg,brisc2025_test_00073_gl_ax_t1.jpg,brisc2025_test_00073_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00073_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00073_gl_ax_t1.jpg,0,0,True,1.0
99,888,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00889_pi_co_t1.jpg,brisc2025_test_00889_pi_co_t1.jpg,brisc2025_test_00889_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00889_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00889_pi_co_t1.jpg,2,2,True,1.0
100,852,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00853_pi_co_t1.jpg,brisc2025_test_00853_pi_co_t1.jpg,brisc2025_test_00853_pi_co_t1,2,pituitary,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00853_pi_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00853_pi_co_t1.jpg,2,2,True,1.0
101,22,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00023_gl_ax_t1.jpg,brisc2025_test_00023_gl_ax_t1.jpg,brisc2025_test_00023_gl_ax_t1,0,glioma,axial,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00023_gl_ax_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00023_gl_ax_t1.jpg,0,0,True,1.0
102,107,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00108_gl_co_t1.jpg,brisc2025_test_00108_gl_co_t1.jpg,brisc2025_test_00108_gl_co_t1,0,glioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00108_gl_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00108_gl_co_t1.jpg,0,0,True,1.0
103,173,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00174_gl_sa_t1.jpg,brisc2025_test_00174_gl_sa_t1.jpg,brisc2025_test_00174_gl_sa_t1,0,glioma,sagittal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00174_gl_sa_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00174_gl_sa_t1.jpg,0,0,True,1.0
104,430,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00431_me_co_t1.jpg,brisc2025_test_00431_me_co_t1.jpg,brisc2025_test_00431_me_co_t1,1,meningioma,coronal,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\segmentation_task\test\masks\brisc2025_test_00431_me_co_t1.png,filename_class_plane,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00431_me_co_t1.jpg,1,1,True,1.0
