selection_id,dataset_index,path,class_name,plane,true_idx,target_class_idx,target_class_name,phase9_correct,original_pred_idx,tumor_occluded_pred_idx,background_occluded_pred_idx,original_target_probability,tumor_occluded_target_probability,background_occluded_target_probability,delta_p_tumor,delta_p_background,faithfulness_margin,tumor_greater_than_background,tumor_flip,background_flip,tumor_pixels,background_pixels,control_method
81,804,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00805_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9998276233673096,0.9998577833175659,0.9998255372047424,-3.0159950256347656e-05,2.086162567138672e-06,-3.224611282348633e-05,False,False,False,281,281,translated_exact_shape
82,203,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00204_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,0,0,0.9999997615814209,0.999997615814209,0.9999997615814209,2.1457672119140625e-06,0.0,2.1457672119140625e-06,True,False,False,611,611,translated_exact_shape
83,248,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00249_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999978542327881,9.93379217106849e-06,0.9999978542327881,0.999987920440617,0.0,0.999987920440617,True,True,False,554,554,translated_exact_shape
84,472,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00473_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.9999991655349731,0.9999992847442627,0.9999991655349731,-1.1920928955078125e-07,0.0,-1.1920928955078125e-07,False,False,False,2403,2403,translated_exact_shape
85,416,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00417_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.999998927116394,0.9999986886978149,0.999998927116394,2.384185791015625e-07,0.0,2.384185791015625e-07,True,False,False,5027,5027,translated_exact_shape
86,253,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00254_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999996423721313,6.79998720443109e-07,0.9999996423721313,0.9999989623734109,0.0,0.9999989623734109,True,True,False,2347,2347,translated_exact_shape
87,805,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00806_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9999969005584717,0.9999960660934448,0.9999964237213135,8.344650268554688e-07,4.76837158203125e-07,3.5762786865234375e-07,True,False,False,273,273,translated_exact_shape
88,18,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00019_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,1,0,0.999998927116394,1.6185356344067259e-06,0.9999986886978149,0.9999973085807596,2.384185791015625e-07,0.9999970701621805,True,True,False,2984,2984,translated_exact_shape
89,206,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00207_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999948740005493,2.908063652284909e-05,0.9999948740005493,0.9999657933640265,0.0,0.9999657933640265,True,True,False,598,598,translated_exact_shape
90,401,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00402_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.9999978542327881,0.9999635219573975,0.9999978542327881,3.4332275390625e-05,0.0,3.4332275390625e-05,True,False,False,3315,3315,translated_exact_shape
91,543,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00544_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9998249411582947,0.9998500347137451,0.9998270869255066,-2.5093555450439453e-05,-2.1457672119140625e-06,-2.294778823852539e-05,False,False,False,372,372,translated_exact_shape
92,845,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00846_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999936819076538,0.9996658563613892,0.9999938011169434,0.00032782554626464844,-1.1920928955078125e-07,0.0003279447555541992,True,False,False,603,603,translated_exact_shape
93,535,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00536_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999973773956299,0.9999988079071045,0.9999973773956299,-1.430511474609375e-06,0.0,-1.430511474609375e-06,False,False,False,3138,3138,translated_exact_shape
94,930,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00931_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.9999970197677612,0.9999961853027344,0.9999971389770508,8.344650268554688e-07,-1.1920928955078125e-07,9.5367431640625e-07,True,False,False,871,871,translated_exact_shape
95,970,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00971_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.999984860420227,0.9999877214431763,0.9999856948852539,-2.86102294921875e-06,-8.344650268554688e-07,-2.0265579223632812e-06,False,False,False,368,368,translated_exact_shape
96,519,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00520_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999915361404419,0.9999924898147583,0.9999918937683105,-9.5367431640625e-07,-3.5762786865234375e-07,-5.960464477539062e-07,False,False,False,1023,1023,translated_exact_shape
97,4,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00005_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,0,0,0.9994602799415588,0.9996216297149658,0.9994625449180603,-0.00016134977340698242,-2.2649765014648438e-06,-0.00015908479690551758,False,False,False,388,388,translated_exact_shape
98,72,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00073_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,1,0,0.9999567270278931,1.101590441976441e-06,0.9999451637268066,0.9999556254374511,1.1563301086425781e-05,0.9999440621363647,True,True,False,5783,5783,translated_exact_shape
99,888,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00889_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999924898147583,0.9999932050704956,0.9999924898147583,-7.152557373046875e-07,0.0,-7.152557373046875e-07,False,False,False,358,358,translated_exact_shape
100,852,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00853_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.999997615814209,0.9999971389770508,0.999995231628418,4.76837158203125e-07,2.384185791015625e-06,-1.9073486328125e-06,False,False,False,912,912,translated_exact_shape
101,22,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00023_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,1,0,0.9999991655349731,0.016656339168548584,0.9999991655349731,0.9833428263664246,0.0,0.9833428263664246,True,True,False,976,976,translated_exact_shape
102,107,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00108_gl_co_t1.jpg,glioma,coronal,0,0,glioma,True,0,1,0,0.9999996423721313,6.2035707060204e-07,0.9999996423721313,0.9999990220150607,0.0,0.9999990220150607,True,True,False,1098,1098,translated_exact_shape
103,173,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00174_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999955892562866,0.0001340603776043281,0.9999954700469971,0.9998615288786823,1.1920928955078125e-07,0.9998614096693927,True,True,False,348,348,translated_exact_shape
104,430,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00431_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.9999759197235107,0.999916672706604,0.9999727010726929,5.924701690673828e-05,3.2186508178710938e-06,5.602836608886719e-05,True,False,False,526,526,translated_exact_shape
105,922,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00923_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.999997615814209,0.9999958276748657,0.999997615814209,1.7881393432617188e-06,0.0,1.7881393432617188e-06,True,False,False,725,725,translated_exact_shape
106,10,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00011_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,0,0,0.9999978542327881,0.9999978542327881,0.9999978542327881,0.0,0.0,0.0,False,False,False,113,113,translated_exact_shape
107,769,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00770_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9999735355377197,0.9999706745147705,0.9999735355377197,2.86102294921875e-06,0.0,2.86102294921875e-06,True,False,False,223,223,translated_exact_shape
108,789,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00790_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9998782873153687,0.9997727274894714,0.9998775720596313,0.0001055598258972168,7.152557373046875e-07,0.00010484457015991211,True,False,False,377,377,translated_exact_shape
109,68,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00069_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,0,0,0.9999977350234985,0.9999991655349731,0.999997615814209,-1.430511474609375e-06,1.1920928955078125e-07,-1.5497207641601562e-06,False,False,False,800,800,translated_exact_shape
110,264,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00265_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,1,1,0.9999994039535522,0.9999992847442627,0.9999994039535522,1.1920928955078125e-07,0.0,1.1920928955078125e-07,True,False,False,3993,3993,translated_exact_shape
111,292,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00293_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,3,1,0.9999946355819702,0.08272035419940948,0.9999945163726807,0.9172742813825607,1.1920928955078125e-07,0.9172741621732712,True,True,False,1460,1460,translated_exact_shape
112,868,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00869_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999961853027344,0.9999966621398926,0.9999963045120239,-4.76837158203125e-07,-1.1920928955078125e-07,-3.5762786865234375e-07,False,False,False,1046,1046,translated_exact_shape
113,339,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00340_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,1,1,0.9994986057281494,0.9989270567893982,0.9995044469833374,0.0005715489387512207,-5.841255187988281e-06,0.000577390193939209,True,False,False,178,178,translated_exact_shape
114,775,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00776_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9999957084655762,0.9999741315841675,0.9999954700469971,2.1576881408691406e-05,2.384185791015625e-07,2.1338462829589844e-05,True,False,False,1042,1042,translated_exact_shape
115,218,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00219_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,0,0,0.9999996423721313,0.9999579191207886,0.9999996423721313,4.172325134277344e-05,0.0,4.172325134277344e-05,True,False,False,759,759,translated_exact_shape
116,937,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00938_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.9999983310699463,0.9999337196350098,0.9999983310699463,6.461143493652344e-05,0.0,6.461143493652344e-05,True,False,False,430,430,translated_exact_shape
117,280,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00281_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,0,1,0.9999954700469971,0.03462660685181618,0.9999959468841553,0.9653688631951809,-4.76837158203125e-07,0.9653693400323391,True,True,False,1859,1859,translated_exact_shape
118,951,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00952_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.999997615814209,0.999995231628418,0.999997615814209,2.384185791015625e-06,0.0,2.384185791015625e-06,True,False,False,407,407,translated_exact_shape
119,437,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00438_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.9999955892562866,0.9999958276748657,0.9999955892562866,-2.384185791015625e-07,0.0,-2.384185791015625e-07,False,False,False,1481,1481,translated_exact_shape
120,279,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00280_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,3,1,0.9999990463256836,4.841481768380618e-06,0.9999990463256836,0.9999942048439152,0.0,0.9999942048439152,True,True,False,10971,10971,translated_exact_shape
121,551,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00552_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9998371601104736,0.9997441172599792,0.99983811378479,9.304285049438477e-05,-9.5367431640625e-07,9.399652481079102e-05,True,False,False,458,458,translated_exact_shape
122,236,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00237_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999983310699463,2.327506535948487e-06,0.9999983310699463,0.9999960035634103,0.0,0.9999960035634103,True,True,False,568,568,translated_exact_shape
123,383,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00384_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,1,1,0.9999854564666748,0.9999854564666748,0.9999858140945435,0.0,-3.5762786865234375e-07,3.5762786865234375e-07,True,False,False,774,774,translated_exact_shape
124,515,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00516_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999945163726807,0.9999940395355225,0.9999945163726807,4.76837158203125e-07,0.0,4.76837158203125e-07,True,False,False,1115,1115,translated_exact_shape
125,192,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00193_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,0,0,0.9999995231628418,0.9999959468841553,0.9999995231628418,3.5762786865234375e-06,0.0,3.5762786865234375e-06,True,False,False,6989,6989,equal_area_farthest_background
126,531,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00532_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999908208847046,0.9999977350234985,0.9999908208847046,-6.9141387939453125e-06,0.0,-6.9141387939453125e-06,False,False,False,1351,1351,translated_exact_shape
127,821,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00822_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9999915361404419,0.9999896287918091,0.9999915361404419,1.9073486328125e-06,0.0,1.9073486328125e-06,True,False,False,522,522,translated_exact_shape
128,898,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00899_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999923706054688,0.9999943971633911,0.9999923706054688,-2.0265579223632812e-06,0.0,-2.0265579223632812e-06,False,False,False,386,386,translated_exact_shape
129,160,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00161_gl_co_t1.jpg,glioma,coronal,0,0,glioma,True,0,1,0,0.9999984502792358,1.2630982382688671e-05,0.9999984502792358,0.9999858192968532,0.0,0.9999858192968532,True,True,False,2674,2674,translated_exact_shape
130,305,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00306_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,1,1,0.9999982118606567,0.9999980926513672,0.9999979734420776,1.1920928955078125e-07,2.384185791015625e-07,-1.1920928955078125e-07,False,False,False,5356,5356,translated_exact_shape
131,932,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00933_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.9999922513961792,0.999990701675415,0.9999901056289673,1.5497207641601562e-06,2.1457672119140625e-06,-5.960464477539062e-07,False,False,False,404,404,translated_exact_shape
132,892,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00893_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999988079071045,0.9999576807022095,0.9999988079071045,4.112720489501953e-05,0.0,4.112720489501953e-05,True,False,False,1129,1129,translated_exact_shape
133,246,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00247_gl_sa_t1.jpg,glioma,sagittal,0,0,glioma,True,0,1,0,0.9999998807907104,1.6603600670350716e-05,0.9999998807907104,0.9999832771900401,0.0,0.9999832771900401,True,True,False,1379,1379,translated_exact_shape
134,935,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00936_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.9999523162841797,0.9999430179595947,0.9999531507492065,9.298324584960938e-06,-8.344650268554688e-07,1.0132789611816406e-05,True,False,False,180,180,translated_exact_shape
135,0,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00001_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,0,0,0.9999997615814209,0.9999997615814209,0.9999997615814209,0.0,0.0,0.0,False,False,False,366,366,translated_exact_shape
136,387,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00388_me_ax_t1.jpg,meningioma,axial,1,1,meningioma,True,1,1,1,0.9999939203262329,0.9999934434890747,0.9999940395355225,4.76837158203125e-07,-1.1920928955078125e-07,5.960464477539062e-07,True,False,False,1278,1278,translated_exact_shape
137,871,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00872_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999984502792358,0.9999896287918091,0.9999984502792358,8.821487426757812e-06,0.0,8.821487426757812e-06,True,False,False,1265,1265,translated_exact_shape
138,739,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00740_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,1,2,0.9999963045120239,0.057069484144449234,0.9999963045120239,0.9429268203675747,0.0,0.9429268203675747,True,True,False,1019,1019,translated_exact_shape
139,489,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00490_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999949932098389,0.9999986886978149,0.9999951124191284,-3.6954879760742188e-06,-1.1920928955078125e-07,-3.5762786865234375e-06,False,False,False,1973,1973,translated_exact_shape
140,823,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00824_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9999727010726929,0.999993085861206,0.9999727010726929,-2.0384788513183594e-05,0.0,-2.0384788513183594e-05,False,False,False,478,478,translated_exact_shape
141,553,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00554_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999991655349731,0.9999991655349731,0.9999991655349731,0.0,0.0,0.0,False,False,False,2614,2614,translated_exact_shape
142,434,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00435_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.9999740123748779,0.999983549118042,0.9999738931655884,-9.5367431640625e-06,1.1920928955078125e-07,-9.655952453613281e-06,False,False,False,594,594,translated_exact_shape
143,870,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00871_pi_co_t1.jpg,pituitary,coronal,2,2,pituitary,True,2,2,2,0.9999982118606567,0.9999970197677612,0.9999982118606567,1.1920928955078125e-06,0.0,1.1920928955078125e-06,True,False,False,1805,1805,translated_exact_shape
144,959,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00960_pi_sa_t1.jpg,pituitary,sagittal,2,2,pituitary,True,2,2,2,0.99997878074646,0.9999867677688599,0.9999794960021973,-7.987022399902344e-06,-7.152557373046875e-07,-7.271766662597656e-06,False,False,False,252,252,translated_exact_shape
145,163,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00164_gl_co_t1.jpg,glioma,coronal,0,0,glioma,True,0,1,0,0.9999986886978149,5.70384258935519e-07,0.9999986886978149,0.999998118313556,0.0,0.999998118313556,True,True,False,3018,3018,translated_exact_shape
146,461,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00462_me_co_t1.jpg,meningioma,coronal,1,1,meningioma,True,1,1,1,0.999997615814209,0.9999979734420776,0.999997615814209,-3.5762786865234375e-07,0.0,-3.5762786865234375e-07,False,False,False,2471,2471,translated_exact_shape
147,812,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00813_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.9996908903121948,0.9999691247940063,0.9995449185371399,-0.00027823448181152344,0.00014597177505493164,-0.0004242062568664551,False,False,False,481,481,translated_exact_shape
148,55,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\glioma\brisc2025_test_00056_gl_ax_t1.jpg,glioma,axial,0,0,glioma,True,0,0,0,0.9999969005584717,0.9977733492851257,0.9999967813491821,0.0022235512733459473,1.1920928955078125e-07,0.0022234320640563965,True,False,False,457,457,translated_exact_shape
149,495,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\meningioma\brisc2025_test_00496_me_sa_t1.jpg,meningioma,sagittal,1,1,meningioma,True,1,1,1,0.9999336004257202,0.9999971389770508,0.9999399185180664,-6.35385513305664e-05,-6.318092346191406e-06,-5.7220458984375e-05,False,False,False,1718,1718,translated_exact_shape
150,752,D:\brain_tumor\🧠 Brain Tumor MRI Dataset\classification_task\test\pituitary\brisc2025_test_00753_pi_ax_t1.jpg,pituitary,axial,2,2,pituitary,True,2,2,2,0.999991774559021,0.9999936819076538,0.999991774559021,-1.9073486328125e-06,0.0,-1.9073486328125e-06,False,False,False,419,419,translated_exact_shape
